t	N	S	f197536	f197553	f205457	f205440	f197537
1605	1096	94	271	354	160	83	8
1606	1115	89	283	361	163	89	5
1607	1099	90	274	372	159	80	9
1608	1106	95	271	376	161	84	8
1609	1121	88	284	390	169	81	6
1610	1134	80	286	392	181	83	8
1611	1152	87	299	377	183	91	7
1612	1135	81	289	378	168	90	7
1613	1170	80	303	405	175	100	7
1614	1146	82	299	390	180	88	3
1615	1145	82	294	385	185	88	2
1616	1119	87	290	374	155	88	8
1617	1127	93	284	371	166	85	4
1618	1111	89	271	378	156	90	9
1619	1125	91	284	380	152	92	9
1620	1102	86	282	365	157	82	9
1621	1116	75	302	367	161	88	5
1622	1117	85	300	384	156	86	10
1623	1110	90	280	386	152	87	9
1624	1127	93	270	378	168	89	5
1625	1108	85	271	376	170	80	7
1626	1137	78	298	387	174	87	7
1627	1133	82	292	375	166	91	4
1628	1121	87	296	369	166	86	5
1629	1114	87	272	373	174	81	2
1630	1114	91	278	361	169	86	3
1631	1138	92	286	388	167	92	4
1632	1138	91	289	370	178	87	6
1633	1099	90	276	361	171	76	7
1634	1100	94	275	360	173	77	6
1635	1107	88	276	370	178	76	7
1636	1123	94	275	375	174	84	11
1637	1123	94	284	366	172	85	10
1638	1144	88	297	378	178	91	15
1639	1124	86	280	371	171	89	15
1640	1141	85	300	375	169	93	8
1641	1127	80	279	373	181	83	4
1642	1132	81	294	380	168	92	2
1643	1119	80	282	375	163	89	3
1644	1127	84	290	390	146	94	3
1645	1077	88	276	368	132	85	8
1646	1116	94	287	366	155	93	9
1647	1144	89	301	373	169	94	6
1648	1143	94	295	386	175	88	5
1649	1133	89	292	374	168	93	4
1650	1108	88	282	367	156	89	7
1651	1085	93	274	356	154	84	5
1652	1117	86	278	385	169	88	3
1653	1108	96	274	358	185	79	3
1654	1111	88	282	380	164	82	6
1655	1090	84	272	368	167	72	8
1656	1097	81	279	368	156	83	8
1657	1125	81	276	389	174	86	4
1658	1128	90	284	379	166	93	4
1659	1064	86	273	366	143	75	7
1660	1085	88	270	380	145	79	7
1661	1085	91	267	369	154	78	9
1662	1071	88	266	368	150	75	6
1663	1119	75	283	371	174	81	8
1664	1085	85	268	363	161	77	10
1665	1104	82	281	380	161	82	7
1666	1096	84	288	381	156	80	8
1667	1122	82	297	397	166	82	7
1668	1140	94	296	397	177	86	9
1669	1082	89	258	357	172	73	12
1670	1127	85	283	391	169	84	11
1671	1102	90	288	367	152	86	12
1672	1152	90	293	391	168	99	9
1673	1152	82	299	400	171	93	10
1674	1111	87	287	374	164	84	6
1675	1128	88	282	383	174	86	8
1676	1138	81	296	390	166	89	6
1677	1125	93	292	376	171	85	6
1678	1149	80	307	390	170	91	4
1679	1129	80	300	381	164	86	8
1680	1142	75	304	391	161	92	9
1681	1156	87	303	398	172	93	10
1682	1140	88	288	380	182	83	7
1683	1122	87	284	386	163	85	2
1684	1134	79	290	384	172	86	4
1685	1088	85	278	368	149	79	7
1686	1120	93	293	366	154	92	8
1687	1115	96	276	380	167	84	4
1688	1122	91	285	372	173	82	7
1689	1119	84	276	367	171	86	11
1690	1082	92	261	347	151	87	9
1691	1088	97	265	352	156	81	7
1692	1143	89	311	383	163	94	9
1693	1095	93	293	364	156	79	3
1694	1093	82	280	382	159	78	5
1695	1106	82	273	383	167	81	8
1696	1147	74	304	396	173	89	8
1697	1098	84	269	352	176	76	12
1698	1122	84	291	384	173	81	10
1699	1145	86	307	383	180	86	5
1700	1136	92	296	374	167	94	6
1701	1139	88	291	381	167	93	6
1702	1108	95	275	382	159	83	5
1703	1130	79	277	392	172	86	5
1704	1126	93	284	395	159	89	8
1705	1117	94	284	377	163	85	6
1706	1106	88	281	358	159	87	7
1707	1129	85	277	375	171	88	9
1708	1150	80	294	394	174	93	6
1709	1159	84	294	388	185	92	7
1710	1137	89	291	387	164	93	5
1711	1102	93	267	375	158	84	7
1712	1126	80	282	389	173	86	3
1713	1090	86	271	375	148	84	4
1714	1127	83	291	374	155	95	4
1715	1105	79	275	383	158	85	6
1716	1152	83	302	394	158	98	4
1717	1133	84	289	384	170	87	3
1718	1103	90	285	366	158	85	9
1719	1095	86	269	361	169	78	5
1720	1119	85	284	385	163	86	5
1721	1116	84	275	386	165	87	5
1722	1140	92	284	386	173	92	4
1723	1171	81	306	390	181	97	4
1724	1125	85	303	372	151	95	4
1725	1149	90	291	376	168	96	3
1726	1128	79	283	383	158	94	3
1727	1119	81	292	376	148	95	6
1728	1104	87	282	371	147	88	5
1729	1091	88	281	364	152	81	8
1730	1153	94	316	382	174	92	8
1731	1140	84	298	372	177	89	7
1732	1137	88	276	366	182	91	6
1733	1133	88	283	378	177	85	5
1734	1160	87	288	388	193	88	6
1735	1135	89	278	388	185	83	6
1736	1146	85	293	393	172	91	12
1737	1112	82	282	370	160	85	6
1738	1103	84	278	374	157	81	6
1739	1112	82	282	375	154	89	10
1740	1138	88	290	382	168	89	8
1741	1145	80	312	382	161	96	7
1742	1125	89	276	396	175	80	8
1743	1146	84	310	400	168	87	4
1744	1123	93	290	365	169	86	6
1745	1117	83	293	374	149	93	8
1746	1096	86	291	375	148	86	9
1747	1136	89	295	386	164	95	4
1748	1106	85	263	370	167	84	5
1749	1128	86	280	385	167	88	8
1750	1118	81	269	393	164	85	7
1751	1117	89	263	384	168	87	7
1752	1121	86	292	380	156	92	10
1753	1115	89	279	385	167	83	4
1754	1147	81	287	406	171	95	6
1755	1126	77	290	403	150	95	5
1756	1121	83	278	378	174	83	6
1757	1146	85	285	396	170	93	5
1758	1158	82	302	387	172	95	11
1759	1161	85	298	387	169	96	7
1760	1147	86	293	388	172	93	8
1761	1130	86	285	377	175	86	4
1762	1135	90	279	384	175	87	3
1763	1115	83	283	386	172	82	4
1764	1118	91	285	362	171	86	10
1765	1133	83	283	387	177	90	11
1766	1137	87	299	373	166	95	11
1767	1167	85	292	384	175	104	8
1768	1120	85	283	369	171	86	9
1769	1129	87	293	375	163	90	5
1770	1109	93	281	346	177	82	9
1771	1128	83	300	356	169	93	6
1772	1154	86	296	414	163	98	12
1773	1137	83	294	402	169	86	9
1774	1113	90	278	372	161	87	13
1775	1115	84	276	387	163	85	5
1776	1141	89	287	365	181	91	5
1777	1135	85	291	387	167	88	5
1778	1133	91	299	392	161	89	4
1779	1129	84	290	390	172	86	9
1780	1121	100	292	363	163	90	8
1781	1128	94	290	381	162	90	5
1782	1134	93	298	375	148	99	4
1783	1129	89	295	384	159	94	6
1784	1113	93	285	367	161	89	6
1785	1130	80	303	376	165	94	9
1786	1142	86	300	378	177	89	7
1787	1164	76	308	397	182	94	5
1788	1117	85	281	366	171	83	8
1789	1129	85	299	380	160	91	7
1790	1145	84	290	382	167	95	10
1791	1157	83	302	383	163	102	7
1792	1146	80	294	380	174	91	7
1793	1147	89	288	378	171	95	7
1794	1089	91	267	369	154	80	12
1795	1099	84	282	375	140	89	9
1796	1154	78	308	386	167	95	5
1797	1130	73	292	380	158	89	10
1798	1148	83	291	387	174	92	10
1799	1117	85	284	390	155	83	10
1800	1120	89	287	385	167	82	10
1801	1129	79	289	380	173	84	7
1802	1119	84	301	372	160	87	5
1803	1120	82	283	383	168	87	7
1804	1171	81	316	391	179	98	8
1805	1158	89	312	382	171	96	5
1806	1094	88	276	367	153	84	10
1807	1111	92	270	374	162	87	10
1808	1091	79	260	367	169	78	9
1809	1141	87	296	378	172	92	10
1810	1112	86	282	380	161	87	10
1811	1107	87	280	385	156	83	11
1812	1141	86	305	383	175	88	9
1813	1140	88	292	386	175	88	4
1814	1167	87	312	394	164	101	5
1815	1142	83	285	388	187	86	5
1816	1184	82	301	394	190	99	5
1817	1148	83	308	377	170	93	10
1818	1133	83	305	373	169	88	9
1819	1143	88	303	384	173	87	4
1820	1100	85	278	364	167	77	8
1821	1110	80	289	368	164	82	6
1822	1118	83	282	378	166	85	6
1823	1123	78	279	383	169	85	6
1824	1142	78	288	399	162	94	5
1825	1159	76	313	400	174	90	6
1826	1154	85	292	399	176	92	8
1827	1118	82	293	366	165	86	11
1828	1102	94	294	350	155	83	11
1829	1133	81	305	366	161	95	11
1830	1128	89	299	363	159	94	16
1831	1136	87	296	379	176	87	16
1832	1110	83	284	373	166	82	6
1833	1109	86	281	366	163	84	5
1834	1145	84	287	374	175	93	3
1835	1139	84	285	376	165	95	9
1836	1122	89	285	371	158	91	9
1837	1107	84	280	379	150	89	6
1838	1100	88	274	369	156	85	6
1839	1116	80	281	379	160	89	4
1840	1141	80	283	392	165	95	9
1841	1138	83	292	382	172	89	7
1842	1126	88	276	386	181	81	8
1843	1140	94	277	365	182	88	7
1844	1138	82	295	379	168	92	6
1845	1108	83	271	374	167	82	8
1846	1128	82	291	380	163	90	14
1847	1139	82	287	381	172	92	14
1848	1159	86	305	402	168	98	7
1849	1146	92	287	368	174	96	5
1850	1120	85	289	369	166	85	5
1851	1065	81	266	354	147	73	6
1852	1091	90	269	360	160	81	6
1853	1105	88	282	370	145	92	8
1854	1116	95	284	368	156	91	8
1855	1146	80	293	400	174	93	8
1856	1125	92	284	386	170	83	3
1857	1168	84	302	394	174	98	4
1858	1165	83	304	396	171	100	5
1859	1149	89	293	383	172	95	2
1860	1128	85	281	390	159	91	1
1861	1123	84	278	372	165	90	3
1862	1161	87	302	393	175	94	3
1863	1104	85	288	355	153	88	8
1864	1120	87	303	374	163	85	8
1865	1112	91	297	362	163	84	6
1866	1120	86	291	374	150	91	9
1867	1100	97	284	362	161	81	7
1868	1110	88	281	361	164	84	7
1869	1149	90	293	378	179	93	8
1870	1124	83	286	383	171	83	7
1871	1129	87	275	398	174	86	8
1872	1111	88	289	376	160	86	9
1873	1153	85	313	397	163	94	12
1874	1112	85	296	382	153	84	13
1875	1143	88	292	392	170	92	8
1876	1160	81	299	398	170	98	7
1877	1128	81	286	377	162	91	9
1878	1125	88	294	378	157	91	10
1879	1107	81	286	382	170	76	11
1880	1131	85	286	402	163	90	8
1881	1146	86	300	391	171	95	4
1882	1130	84	299	395	152	91	6
1883	1146	84	307	396	164	94	6
1884	1137	85	295	381	169	93	5
1885	1161	84	305	384	182	94	5
1886	1136	87	288	383	170	94	9
1887	1100	80	286	354	160	83	8
1888	1108	85	288	352	168	84	8
1889	1121	82	283	374	156	91	11
1890	1111	87	279	371	154	91	14
1891	1113	85	283	375	169	81	9
1892	1125	79	287	385	161	87	7
1893	1157	84	293	392	183	90	7
1894	1160	85	285	399	183	88	7
1895	1141	86	277	386	178	90	8
1896	1113	90	275	379	166	84	7
1897	1133	83	282	388	158	91	3
1898	1145	83	304	400	166	92	5
1899	1138	76	297	394	166	90	9
1900	1108	85	277	379	162	85	8
1901	1106	88	263	368	167	85	3
1902	1106	95	279	363	162	84	7
1903	1130	90	282	372	173	84	2
1904	1138	82	291	392	171	87	7
1905	1121	88	285	372	167	83	5
1906	1107	82	277	364	160	84	6
1907	1124	83	293	379	173	82	4
1908	1145	88	301	381	168	93	13
1909	1153	85	310	396	159	97	7
1910	1128	83	304	377	164	87	11
1911	1141	82	284	394	173	89	11
1912	1153	86	285	401	181	89	8
1913	1168	92	302	399	182	94	6
1914	1152	90	285	375	179	94	9
1915	1139	94	288	368	171	92	11
1916	1124	90	287	361	158	94	8
1917	1103	86	278	356	167	82	8
1918	1134	89	291	371	178	87	7
1919	1126	90	282	364	176	86	8
1920	1150	86	286	390	181	91	11
1921	1149	93	287	376	172	97	10
1922	1121	97	287	377	168	86	5
1923	1116	79	281	383	162	86	3
1924	1137	81	291	384	168	89	2
1925	1117	89	277	378	166	85	2
1926	1118	86	286	371	163	88	8
1927	1143	87	308	389	161	91	10
1928	1149	86	285	393	182	91	6
1929	1131	91	282	389	172	85	11
1930	1107	88	267	372	177	76	8
1931	1097	93	265	360	159	83	15
1932	1131	88	270	378	179	86	13
1933	1149	87	284	397	173	92	9
1934	1116	83	286	390	159	86	10
1935	1125	81	283	401	169	82	3
1936	1139	85	288	388	176	93	5
1937	1098	83	273	359	163	80	9
1938	1104	78	264	372	175	81	9
1939	1116	88	276	373	178	80	2
1940	1119	92	283	374	164	87	3
1941	1119	81	281	380	162	89	6
1942	1101	84	266	369	155	85	4
1943	1103	82	285	373	149	89	3
1944	1103	82	289	373	149	89	8
1945	1111	85	291	374	157	87	5
1946	1099	87	272	386	149	87	5
1947	1097	80	277	388	146	85	6
1948	1104	90	275	378	158	83	6
1949	1108	85	273	365	166	84	9
1950	1131	89	277	364	175	88	2
1951	1113	90	273	367	162	86	7
1952	1157	91	304	391	175	93	5
1953	1108	91	288	370	157	85	7
1954	1128	87	299	378	150	93	9
1955	1135	87	291	381	158	94	6
1956	1154	80	296	388	176	93	7
1957	1160	75	299	388	180	97	6
1958	1128	93	281	389	163	92	8
1959	1103	92	270	368	155	87	9
1960	1135	81	305	367	168	88	5
1961	1116	76	291	375	160	84	7
1962	1132	80	287	383	172	89	8
1963	1153	91	299	390	168	99	8
1964	1157	81	305	382	165	99	3
1965	1150	81	300	380	175	90	7
1966	1130	89	294	377	165	90	7
1967	1119	99	286	359	170	86	2
1968	1144	88	291	383	176	90	3
1969	1149	91	298	394	173	90	4
1970	1133	87	292	389	166	91	12
1971	1131	77	292	393	162	90	9
1972	1140	83	304	392	167	92	11
1973	1165	88	302	403	180	95	6
1974	1153	86	289	389	173	98	5
1975	1145	90	288	382	169	95	8
1976	1145	90	287	390	173	90	6
1977	1140	90	289	375	165	93	11
1978	1118	85	286	366	162	88	7
1979	1139	80	305	376	167	88	7
1980	1125	84	296	382	160	86	6
1981	1114	79	302	380	151	87	6
1982	1118	85	296	372	163	83	6
1983	1135	89	295	387	161	89	5
1984	1127	93	300	376	161	89	4
1985	1129	90	293	387	167	87	7
1986	1128	85	283	391	175	86	6
1987	1120	83	270	394	170	84	5
1988	1134	96	283	379	173	89	6
1989	1142	85	301	374	171	91	9
1990	1116	82	300	368	162	87	1
1991	1148	85	299	386	168	95	6
1992	1137	82	292	380	172	90	6
1993	1108	84	300	366	157	82	4
1994	1113	89	283	368	161	85	8
1995	1117	93	296	366	167	86	9
1996	1120	85	301	356	157	94	3
1997	1130	86	302	397	165	86	5
1998	1122	82	286	390	168	84	8
1999	1118	91	298	373	163	86	6
2000	1145	84	303	378	180	87	5
2001	1124	84	287	393	173	79	11
2002	1131	82	297	369	168	91	8
2003	1119	85	287	370	159	90	5
2004	1113	91	275	370	156	89	3
2005	1121	91	290	375	156	91	7
2006	1122	90	290	365	159	90	5
2007	1102	91	282	382	156	82	5
2008	1136	84	286	387	183	85	7
2009	1113	84	288	370	173	80	8
2010	1144	79	295	386	179	86	3
2011	1168	86	303	411	178	100	0
2012	1168	83	309	390	185	95	5
2013	1129	88	284	370	179	86	9
2014	1146	85	298	372	183	89	5
2015	1142	80	303	380	183	85	3
2016	1124	89	291	376	169	82	3
2017	1105	91	266	377	170	79	2
2018	1113	80	280	387	164	84	7
2019	1108	77	271	400	156	81	8
2020	1108	76	290	386	153	84	10
2021	1126	80	299	391	158	90	8
2022	1130	83	290	398	162	90	5
2023	1156	80	301	404	166	97	6
2024	1165	79	315	392	163	102	10
2025	1122	89	286	381	145	97	9
2026	1076	90	259	364	154	75	5
2027	1104	81	280	372	159	81	7
2028	1116	81	298	359	162	85	8
2029	1127	85	298	369	168	86	6
2030	1131	80	304	381	162	88	9
2031	1126	89	290	381	164	87	6
2032	1140	82	294	393	167	91	9
2033	1146	78	298	385	175	89	9
2034	1125	87	283	380	164	88	10
2035	1126	95	278	372	173	89	8
2036	1090	95	248	381	168	78	10
2037	1110	90	259	376	173	84	8
2038	1101	91	267	362	168	80	5
2039	1102	86	280	372	148	86	7
2040	1128	87	280	374	169	92	5
2041	1112	85	287	368	156	89	9
2042	1101	93	282	366	157	85	7
2043	1123	91	291	371	164	88	5
2044	1120	83	280	366	162	91	13
2045	1118	90	293	356	163	86	9
2046	1120	87	293	379	158	90	5
2047	1118	93	277	367	157	91	10
2048	1117	88	286	364	161	87	7
2049	1119	90	289	359	170	85	8
2050	1114	96	289	364	157	86	6
2051	1119	88	284	369	166	85	6
2052	1162	84	298	402	176	93	5
2053	1130	87	284	383	181	84	10
2054	1169	87	311	400	182	95	6
2055	1147	88	286	387	179	90	12
2056	1134	78	286	385	166	93	12
2057	1164	75	289	413	169	99	11
2058	1153	82	289	393	172	95	3
2059	1101	85	274	387	154	82	2
2060	1129	81	286	395	167	89	4
2061	1091	85	268	370	145	85	6
2062	1106	89	278	361	153	88	3
2063	1165	77	303	403	175	96	8
2064	1132	84	289	390	170	86	5
2065	1103	95	280	367	155	88	5
2066	1120	95	280	381	165	89	5
2067	1103	90	277	379	154	79	6
2068	1097	82	281	369	146	86	7
2069	1081	87	274	364	144	82	5
2070	1123	84	300	371	158	87	7
2071	1108	81	291	378	162	82	2
2072	1136	85	296	371	180	87	5
2073	1134	82	289	390	172	85	3
2074	1128	82	290	381	166	88	1
2075	1127	84	295	375	166	91	5
2076	1130	87	301	383	164	90	5
2077	1144	82	288	384	175	91	11
2078	1137	90	280	386	176	88	5
2079	1128	91	283	374	175	86	2
2080	1137	85	293	391	168	90	2
2081	1153	84	308	401	169	95	4
2082	1140	86	297	381	169	94	6
2083	1110	88	281	367	164	85	9
2084	1113	82	283	376	157	89	5
2085	1143	81	290	405	173	94	11
2086	1114	93	291	389	149	90	10
2087	1148	91	286	388	154	101	9
2088	1138	86	294	388	168	90	9
2089	1146	83	292	394	177	90	8
2090	1149	84	287	392	176	96	5
2091	1135	82	287	400	159	94	12
2092	1134	80	289	389	172	87	10
2093	1094	86	268	363	163	77	7
2094	1129	88	281	373	179	88	6
2095	1115	100	266	360	173	84	7
2096	1151	92	281	391	174	95	9
2097	1157	88	302	397	165	100	3
2098	1126	89	288	372	164	91	4
2099	1126	88	285	377	165	90	11
2100	1119	88	282	378	156	92	8
2101	1115	92	300	368	159	89	7
2102	1120	92	284	388	161	87	6
2103	1110	89	297	376	150	89	3
2104	1100	83	283	382	155	80	2
2105	1097	89	264	368	160	84	5
2106	1108	75	291	360	157	86	2
2107	1127	79	296	362	159	93	7
2108	1124	90	284	364	166	89	7
2109	1105	83	280	374	160	79	14
2110	1113	87	283	367	153	88	10
2111	1149	94	282	382	180	93	2
2112	1167	81	305	399	185	92	3
2113	1140	84	301	401	167	88	4
2114	1152	87	301	400	176	91	5
2115	1112	89	275	376	167	83	4
2116	1086	95	271	361	152	79	8
2117	1092	97	259	364	162	80	6
2118	1125	92	276	385	177	78	6
2119	1150	88	296	389	178	92	3
2120	1129	84	300	386	165	89	4
2121	1112	89	283	381	163	82	7
2122	1121	93	287	389	164	83	8
2123	1142	88	293	382	178	87	4
2124	1154	88	290	381	175	94	6
2125	1146	82	291	373	167	97	6
2126	1110	83	272	376	165	82	6
2127	1132	82	287	389	169	88	2
2128	1133	79	279	380	182	85	11
2129	1143	84	294	377	172	91	8
2130	1114	81	285	376	160	85	11
2131	1108	82	291	367	155	86	11
2132	1129	88	285	388	167	93	6
2133	1125	88	284	384	158	93	4
2134	1148	91	287	388	166	97	5
2135	1103	100	271	368	152	89	8
2136	1097	86	271	372	154	81	6
2137	1116	90	278	369	174	82	5
2138	1108	84	276	377	161	84	9
2139	1136	82	286	378	168	88	6
2140	1143	90	289	385	177	91	10
2141	1124	84	280	383	164	88	9
2142	1117	84	292	373	161	85	8
2143	1150	80	297	389	174	93	3
2144	1136	90	296	388	164	92	3
2145	1109	83	286	383	154	84	5
2146	1121	80	286	393	160	84	4
2147	1073	82	268	351	155	76	5
2148	1083	86	284	353	156	76	11
2149	1119	84	289	380	168	84	6
2150	1127	83	297	378	166	88	7
2151	1091	89	277	359	158	79	7
2152	1133	85	287	380	169	91	9
2153	1086	80	276	367	149	82	11
2154	1129	85	290	382	170	89	7
2155	1136	83	297	387	175	86	4
2156	1138	81	287	395	169	89	6
2157	1131	79	289	381	176	84	4
2158	1145	82	295	390	172	89	6
2159	1115	94	289	369	166	83	6
2160	1115	87	274	372	163	89	10
2161	1106	90	271	372	156	87	7
2162	1110	90	264	392	170	80	4
2163	1134	87	282	387	175	88	5
2164	1131	88	281	366	171	86	7
2165	1104	91	254	378	165	83	8
2166	1076	94	257	354	150	81	8
2167	1124	83	281	385	168	85	7
2168	1124	92	275	382	162	89	8
2169	1110	92	281	384	160	84	7
2170	1147	85	291	393	165	97	7
2171	1142	91	287	385	172	91	5
2172	1138	85	280	395	183	85	7
2173	1129	88	282	365	179	85	10
2174	1157	79	304	396	182	91	8
2175	1133	81	291	375	180	86	5
2176	1166	79	310	394	180	96	5
2177	1141	84	303	383	162	94	8
2178	1147	84	288	398	171	95	9
2179	1151	94	287	410	173	92	6
2180	1119	87	294	372	152	90	3
2181	1112	83	277	380	163	84	7
2182	1124	88	267	368	178	83	3
2183	1142	88	276	386	181	85	3
2184	1125	94	288	379	168	86	6
2185	1143	87	294	369	176	91	6
2186	1117	91	291	364	166	86	10
2187	1077	84	272	349	150	80	9
2188	1114	80	277	377	157	89	10
2189	1084	86	271	356	155	80	9
2190	1089	85	272	351	155	82	10
2191	1102	84	288	355	157	85	12
2192	1087	88	280	348	148	83	10
2193	1115	89	299	359	156	87	4
2194	1103	94	270	351	165	82	7
2195	1095	94	268	343	158	85	8
2196	1106	91	282	367	156	87	8
2197	1156	75	299	398	178	97	6
2198	1128	86	297	391	165	88	11
2199	1148	89	310	390	168	94	6
2200	1135	87	289	379	171	91	4
2201	1127	85	290	383	164	89	7
2202	1121	87	281	383	162	89	10
2203	1131	84	291	382	167	90	6
2204	1129	87	285	392	176	87	3
2205	1133	92	279	393	171	89	6
2206	1156	85	293	400	164	98	9
2207	1136	89	296	382	164	91	12
2208	1155	85	310	383	169	95	9
2209	1171	78	312	394	181	96	7
2210	1166	90	318	388	178	95	13
2211	1142	98	305	375	158	95	8
2212	1120	90	283	368	165	85	10
2213	1084	86	278	353	154	77	15
2214	1083	93	269	361	158	75	11
2215	1123	86	276	385	164	87	7
2216	1126	86	293	382	163	86	7
2217	1152	88	292	397	174	95	6
2218	1151	87	291	409	167	94	4
2219	1119	85	288	380	165	87	6
2220	1073	87	269	366	155	73	8
2221	1119	85	287	376	160	86	9
2222	1162	92	298	399	168	101	6
2223	1136	83	297	394	170	87	9
2224	1127	86	296	386	170	84	7
2225	1122	81	287	380	166	87	4
2226	1132	89	298	386	146	99	2
2227	1140	86	297	370	161	97	2
2228	1124	85	292	387	161	89	6
2229	1140	85	280	398	166	92	4
2230	1157	86	294	392	179	91	5
2231	1181	85	312	405	181	99	5
2232	1155	80	298	402	178	88	8
2233	1142	80	298	383	162	97	8
2234	1151	80	294	387	173	95	6
2235	1142	79	271	396	186	88	7
2236	1135	86	285	388	173	87	4
2237	1091	98	268	373	153	79	4
2238	1150	92	302	399	167	93	4
2239	1150	83	290	390	176	93	6
2240	1103	91	279	349	169	80	8
2241	1149	91	303	377	173	94	6
2242	1123	89	294	372	172	81	5
2243	1142	78	294	389	169	90	7
2244	1143	85	291	381	167	97	6
2245	1127	81	291	384	153	93	6
2246	1127	83	288	398	165	89	4
2247	1119	88	289	373	162	88	3
2248	1124	78	292	369	162	89	5
2249	1126	79	302	383	156	90	6
2250	1135	87	304	378	167	87	3
2251	1131	89	296	380	169	85	6
2252	1094	83	274	361	155	84	11
2253	1117	87	296	364	156	92	9
2254	1126	92	307	368	160	89	6
2255	1142	78	306	381	176	88	4
2256	1144	75	290	391	176	92	6
2257	1149	75	305	384	168	93	3
2258	1109	77	286	359	161	86	2
2259	1100	79	274	378	160	78	1
2260	1114	81	273	388	177	75	6
2261	1117	88	281	379	164	81	7
2262	1125	84	286	387	162	86	8
2263	1169	76	324	400	178	91	7
2264	1153	89	316	379	176	92	11
2265	1153	83	307	400	175	92	9
2266	1143	83	307	386	163	98	5
2267	1155	76	317	391	164	96	4
2268	1114	87	279	372	170	82	8
2269	1112	85	278	379	168	87	7
2270	1115	81	287	374	161	88	9
2271	1106	82	288	367	163	86	7
2272	1174	87	320	381	179	99	8
2273	1136	91	294	371	159	99	5
2274	1135	85	288	393	166	95	7
2275	1111	99	284	361	151	93	6
2276	1139	92	301	368	164	94	5
2277	1125	95	290	366	171	87	5
2278	1106	99	276	375	162	83	5
2279	1099	96	278	352	164	84	6
2280	1138	90	292	399	163	94	6
2281	1094	87	265	382	164	78	6
2282	1126	88	283	391	160	88	5
2283	1119	83	302	374	162	86	5
2284	1097	78	275	384	162	79	10
2285	1131	81	295	391	175	81	7
2286	1133	80	286	388	167	92	6
2287	1139	79	283	407	158	94	9
2288	1133	89	298	390	172	82	7
2289	1093	92	287	360	157	77	6
2290	1112	92	292	363	164	83	8
2291	1126	79	305	362	167	86	6
2292	1151	79	299	389	176	91	3
2293	1152	84	308	401	163	97	5
2294	1116	97	285	388	158	86	6
2295	1156	81	308	395	163	102	5
2296	1101	82	282	370	157	85	5
2297	1122	77	291	380	159	87	11
2298	1119	81	285	382	153	88	11
2299	1114	74	278	391	167	83	12
2300	1123	88	274	380	165	90	11
2301	1117	94	283	358	161	88	6
2302	1160	88	301	381	192	91	5
2303	1160	87	294	393	177	96	4
2304	1164	85	298	405	179	94	3
2305	1121	77	297	373	157	91	9
2306	1139	88	297	379	162	96	7
2307	1124	82	285	384	161	90	4
2308	1117	79	287	378	149	92	3
2309	1115	82	278	391	159	86	8
2310	1100	90	281	361	156	81	10
2311	1100	90	282	374	156	82	1
2312	1124	88	299	379	165	86	5
2313	1127	89	285	387	174	86	5
2314	1168	82	311	408	178	94	4
2315	1149	85	296	397	173	93	8
2316	1117	95	280	369	167	86	3
2317	1119	93	285	377	168	83	3
2318	1122	90	296	380	157	88	4
2319	1077	91	260	355	148	82	7
2320	1121	80	269	372	162	92	5
2321	1136	84	285	388	170	91	8
2322	1144	91	317	380	164	91	4
2323	1167	90	308	394	170	99	9
2324	1133	88	284	378	172	88	10
2325	1133	88	287	381	177	84	12
2326	1145	94	301	392	162	95	4
2327	1163	101	296	388	183	95	7
2328	1135	89	294	379	169	89	8
2329	1118	94	281	380	162	87	7
2330	1133	84	294	386	161	91	10
2331	1095	88	270	371	151	84	6
2332	1119	77	302	376	155	88	3
2333	1104	87	290	363	153	84	7
2334	1146	88	294	399	170	91	6
2335	1164	86	311	397	182	89	5
2336	1132	81	295	389	165	90	7
2337	1150	83	295	397	176	92	4
2338	1129	84	298	389	160	87	7
2339	1134	82	299	378	160	93	9
2340	1129	84	288	380	169	86	5
2341	1133	83	284	375	169	93	7
2342	1149	92	294	377	166	101	8
2343	1131	91	291	378	163	91	9
2344	1112	83	274	384	173	81	6
2345	1150	90	284	380	196	85	12
2346	1134	89	285	366	183	86	12
2347	1108	87	269	371	172	82	10
2348	1133	76	290	387	162	91	8
2349	1132	87	287	364	175	89	9
2350	1147	82	300	399	169	92	6
2351	1121	82	284	379	171	85	7
2352	1118	84	293	388	152	91	10
2353	1118	86	294	382	163	88	3
2354	1142	85	296	396	166	91	1
2355	1148	85	304	400	164	95	6
2356	1122	85	289	393	167	84	6
2357	1132	84	287	397	167	86	8
2358	1146	89	288	375	172	94	4
2359	1115	86	281	364	174	84	6
2360	1154	82	286	399	186	88	5
2361	1138	85	289	381	178	86	5
2362	1146	78	292	387	171	90	6
2363	1105	87	270	374	169	80	11
2364	1119	81	281	382	171	82	8
2365	1118	78	280	388	173	80	7
2366	1101	82	278	377	161	81	8
2367	1085	82	280	366	154	78	13
2368	1100	86	279	371	155	85	8
2369	1115	85	279	379	155	90	6
2370	1109	95	275	368	167	82	10
2371	1139	88	300	368	170	93	7
2372	1133	92	291	374	171	90	3
2373	1115	89	278	376	167	85	4
2374	1115	84	282	376	163	86	11
2375	1138	85	283	381	179	87	9
2376	1136	87	274	386	183	84	11
2377	1115	90	268	378	175	80	3
2378	1127	91	279	374	176	84	7
2379	1125	92	293	390	162	86	11
2380	1129	89	300	367	153	95	6
